rowid	repo	accession	total citations	date made public	article reference	PubMed ID	Data Collection Article DOI	in ISI Web of Science? (Y/N)	How many merged citation records?	WoS Cited by how many?	COMMENTS	Dropbox filenames (for multiple files or multiple citations)	Google Scholar Search Term	Search results	Imported to Mendeley?														
1195	TreeBASE	S1351	19	Luque, J., S. Martos, and A.J.L. Phillips, Botryosphaeria viticola sp. nov. on grapevines: a new species with a Dothiorella anamorph. Mycologia, 2005.	10.3852/mycologia.97.5.1111	Luque, J., S. Martos, and A.J.L. Phillips, Botryosphaeria viticola sp. nov. on grapevines: a new species with a Dothiorella anamorph. Mycologia, 2005. 97: 1111.	y	1	19			S1351 AND "TreeBASE"	1 (Data Collection Article)																
1196	TreeBASE	S1311	21	Bleidorn, C., Phylogenetic Relationships and Evolution of Orbiniidae (Annelida, Polychaeta) based on molecular data. Zoological Journal of the Linnean Society, 2005. 144: p. 59-73.	10.1111/j.1096-3642.2005.00160.x	Bleidorn, C., Phylogenetic Relationships and Evolution of Orbiniidae (Annelida, Polychaeta) based on molecular data. Zoological Journal of the Linnean Society, 2005. 144: p. 59-73.	y	1	21			S1311 AND "TreeBASE"	0																
1197	TreeBASE	S1314	5	Avila, A., et al., Characterisation and epitypification of Pseudocercospora cladosporioides, the causal organism of Cercospora leaf spot of olives. Mycological Research, 2005.	10.1017/S0953756205003503	Avila A., Groenewald J., Trapero A., & Crous P. 2005. Characterisation and epitypification of Pseudocercospora cladosporioides, the causal organism of Cercospora leaf spot of olives. Mycological Research, 109: 881.	y	1	5			S1314 AND "TreeBASE"	0																
1198	TreeBASE	S1372	1	Du, M., et al., Using Mating-Type Gene Sequences for Improved Phylogenetic Resolution of Colletotrichum Species Complexes. Mycologia, 2005. 97: p. 641-658.	10.3852/mycologia.97.3.641	Du M., Schardl C., Nuckles E., & Vaillancourt L. 2005. Using Mating-Type Gene Sequences for Improved Phylogenetic Resolution of Colletotrichum Species Complexes. Mycologia, 97: 611. 	y	1	1	conflicting ISI and TreeBASE page #		S1372 AND "TreeBASE"	0																
1199	TreeBASE	S1225	30	Kristensen, R., et al., Phylogeny and toxigenic potential is correlated in Fusarium species as revealed by partial translation elongation factor 1 alpha gene sequences. Mycological Research, 2005. 109.	10.1017/S0953756204002114 	Kristensen R., Torp M., Kosiak B., & Holst-jensen A. 2005. Phylogeny and toxigenic potential is correlated in Fusarium species as revealed by partial translation elongation factor 1 alpha gene sequences. Mycological Research, 109: 173.	y	1	30			S1225 AND "TreeBASE"	0																
1200	TreeBASE	S1327	35	Edwards, E.J., R. Nyffeler, and M.J. Donoghue, Basal cactus phylogeny: Pereskia paraphyly and implications for early cactus evolution. American Journal of Botany, 2005. 92: p. 1177-1188.	10.3732/ajb.92.7.1177	Edwards, E.J., R. Nyffeler, and M.J. Donoghue, Basal cactus phylogeny: Pereskia paraphyly and implications for early cactus evolution. American Journal of Botany, 2005. 92: p. 1177-1188.	y	1	35			S1327 AND "TreeBASE"	0																
1201	TreeBASE	S1385	1	Rolshausen, P.E., et al., A re-assessment of the species concept in Eutypa lata, the causal agent of Eutypa dieback of grapevine. Phytopathology, 2005.	10.1094/PHYTO-96-0369	Rolshausen P., Mahoney N., Molyneux R., & Gubler W. 2005. A re-assessment of the species concept in Eutypa lata, the causal agent of Eutypa dieback of grapevine. Phytopathology, null.	y	1	1			S1385 AND "TreeBASE"	1 (Data Collection Article)																
1202	TreeBASE	S1347	27	Neinhuis, C., et al., Phylogeny of Aristolochiaceae based on parsimony, likelihood, and Bayesian analyses of trnL-trnF sequences. Plant Systematics and Evolution, 2005. 250: p. 7-26.	10.1007/s00606-004-0217-0	Neinhuis C., Wanke S., Hilu K., MÃ_ller K., & Borsch T. 2005. Phylogeny of Aristolochiaceae based on parsimony, likelihood, and Bayesian analyses of trnL-trnF sequences. Plant Systematics and Evolution, 250: 7-26.	y	1	27			S1347 AND "TreeBASE"	0																
1203	TreeBASE	S1203		Kirkbride Jr, J.H., A phylogeny of CucumisÃ€ÃºCucumella (Cucurbitaceae) based on morphological characters. Systematic Botany, 2005. 30.			n					S1203 AND "TreeBASE"	0																
1204	TreeBASE	S1265	14	Albach, D.C., T. Utteridge, and S.J. Wagstaff, Origin of Veroniceae (Plantaginaceae, formerly Scrophulariaceae) on New Guinea. Systematic Botany, 2005. 30.	10.1600/0363644054223666	Albach, D.C., T. Utteridge, and S.J. Wagstaff, Origin of Veroniceae (Plantaginaceae, formerly Scrophulariaceae) on New Guinea. Systematic Botany, 2005. 30: 412	y	1	14	2 ISI search found with same volume# but different page#	S1265a	S1265 AND "TreeBASE"	1	http://scholar.google.com/scholar?hl=en&q=S1265+AND+%22TreeBASE%22&btnG=Search&as_sdt=0%2C50&as_ylo=&as_vis=0	no (not related to treebase. S. number was supplement to article) a different treebase dataset was cited														
1205	TreeBASE	S1265	2		10.1600/0363644054223666	Albach, D.C., T. Utteridge, and S.J. Wagstaff, Origin of Veroniceae (Plantaginaceae, formerly Scrophulariaceae) on New Guinea. Systematic Botany, 2005. 30: 410	y	1	2		S1265b																		
1206	TreeBASE	S1390		Verboom, G.A. and R. Ntsohi, Molecular phylogeny of African Rytidosperma-affiliated danthonioid grasses reveals generic polyphyly and convergent evolution in spikelet morphology. Taxon, 2005.	10.2307/25065581		n					S1390 AND "TreeBASE"	0																
1207	TreeBASE	S1256	2	Heenan, P.B., et al., Relationships of the New Zealand mountain ribbonwoods (Hoheria glabrata and H. lyallii: Malvaceae), based on molecular and morphological data. New Zealand Journal of Botany, 2005.	10.1080/0028825X.2005.9512973	Heenan P., Dawson M., Redmond D., & Wagstaff S. 2005. Relationships of the New Zealand mountain ribbonwoods (Hoheria glabrata and H. lyallii: Malvaceae), based on molecular and morphological data. New Zealand Journal of Botany, 43: 527.	y	1	2	3 ISI searches found with same volume# but different page#s	S1256a	S1256 AND "TreeBASE"	1 (Data Collection Article)																
1208	TreeBASE	S1256	3			Heenan P., Dawson M., Redmond D., & Wagstaff S. 2005. Relationships of the New Zealand mountain ribbonwoods (Hoheria glabrata and H. lyallii: Malvaceae), based on molecular and morphological data. New Zealand Journal of Botany, 43: 817.	y	1	3		S1256b																		
1209	TreeBASE	S1256	3			Heenan P., Dawson M., Redmond D., & Wagstaff S. 2005. Relationships of the New Zealand mountain ribbonwoods (Hoheria glabrata and H. lyallii: Malvaceae), based on molecular and morphological data. New Zealand Journal of Botany, 43: 831.	y	1	3		S1256c																		
1210	TreeBASE	S1395	37	Hambleton, S., N.L. Nickerson, and K.A. Seifert, Leohumicola, a new genus of heat-resistant hyphomycetes. Studies in Mycology, 2005. 53: p. 27-50.	10.3114/sim.53.1.29	Hambleton, S., N.L. Nickerson, and K.A. Seifert, Leohumicola, a new genus of heat-resistant hyphomycetes. Studies in Mycology, 2005. 53: 1	y	1	37	2 ISI searches found with same volume# but different page#s	S1395a	S1395 AND "TreeBASE"	2 (1 Data Collection Article)	http://scholar.google.com/scholar?hl=en&q=S1395+AND+%22TreeBASE%22&btnG=Search&as_sdt=0%2C50&as_ylo=&as_vis=0	y														
1211	TreeBASE	S1395	6			Hambleton, S., N.L. Nickerson, and K.A. Seifert, Leohumicola, a new genus of heat-resistant hyphomycetes. Studies in Mycology, 2005. 53: 29	y	1	6		S1395b																		
1212	TreeBASE	S1594		Groenewald, M., et al., Host range of Cercospora apii and C. beticola, and description of C. apiicola, a novel species from celery. Mycologia, 2005. 98: p. 275-285.	10.3852/mycologia.98.2.275		n					S1594 AND "TreeBASE"	0																
1213	TreeBASE	S1279	9	Chaverri, P., et al., Hypocrella macrostroma, a new species of Hypocrella and its phylogenetic relationships to other species with large stromata. Mycological Research, 2005.	10.1017/S0953756205003904	Chaverri P., Bischoff J., Liu M., & Hodge K. 2005. Hypocrella macrostroma, a new species of Hypocrella and its phylogenetic relationships to other species with large stromata. Mycological Research, 109: 1268.	y	1	9			S1279 AND "TreeBASE"	2 (both Data Collection Article)	http://scholar.google.com/scholar?hl=en&q=S1279+AND+%22TreeBASE%22&btnG=Search&as_sdt=0%2C50&as_ylo=&as_vis=0	n														
1214	TreeBASE	S1249	41	Crawford, A.J. and E.N. Smith, Cenozoic biogeography and evolution in direct-developing frogs of Central America (Leptodactylidae: <i>Eleutherodactylus</i>) as inferred from a phylogenetic analysis of nuclear and mitochondrial genes. Molecular Phylogenetics and Evolution, 2005.	10.1016/j.ympev.2005.03.006	Crawford, A.J. and E.N. Smith, Cenozoic biogeography and evolution in direct-developing frogs of Central America (Leptodactylidae: <i>Eleutherodactylus</i>) as inferred from a phylogenetic analysis of nuclear and mitochondrial genes. Molecular Phylogenetics and Evolution, 2005. 35: 536	y	1	41			S1249 AND "TreeBASE"	1 (Data Collection Article)																
1215	TreeBASE	S1298	19	Stoll, M., D. Begerow, and F. Oberwinkler, Molecular phylogeny of Ustilago, Sporisorium, and related taxa based on combined analyses of rDNA sequences. Mycological Research, 2005. 109(3): p. 342-56.	10.1017/S0953756204002229	Stoll, M., D. Begerow, and F. Oberwinkler, Molecular phylogeny of Ustilago, Sporisorium, and related taxa based on combined analyses of rDNA sequences. Mycological Research, 2005. 109(3): p. 342-56.	y	1	19			S1298 AND "TreeBASE"	1	http://scholar.google.com/scholar?hl=en&q=S1298+AND+%22TreeBASE%22&btnG=Search&as_sdt=0%2C50&as_ylo=&as_vis=0	y														
1216	TreeBASE	S1215	4	Sogonov, M.V., et al., The type species of the genus Gnomonia, G. gnomon, and the closely related G. setacea. Sydowia, 2005.		Sogonov M., Castlebury L., Rossman A., Farr D., & White J. 2005. The type species of the genus Gnomonia, G. gnomon, and the closely related G. setacea. Sydowia, 57: 102.	y	1	4			S1215 AND "TreeBASE"	0																
1217	TreeBASE	S1267	3	Gilbert, C., et al., Phylogenetic relationships within Phacelia subgenus Phacelia (Hydrophyllaceae) inferred from nuclear rDNA ITS sequence data. Systematic Botany, 2005.	10.1600/0363644054782251	Gilbert C., Dempcy J., Ganong C., Patterson R., & Spicer G. 2005. Phylogenetic relationships within Phacelia subgenus Phacelia (Hydrophyllaceae) inferred from nuclear rDNA ITS sequence data. Systematic Botany, 30: 627.	y	1	3			S1267 AND "TreeBASE"	0																
1218	TreeBASE	S1430	69	Brinkmann, H., et al., An empirical Assessment of Long Branch Attraction Artefacts in Deep Eukaryotic Phylogenomics. Systematic Biology, 2005.	10.1080/10635150500234609	Brinkmann H., Giezen M., Zhou Y., Raucourt G., & Philippe H. 2005. An empirical Assessment of Long Branch Attraction Artefacts in Deep Eukaryotic Phylogenomics. Systematic Biology, 54: 743.	y	1	69			S1430 AND "TreeBASE"	0																
1219	TreeBASE	S1282	17	Verbruggen, H., et al., Molecular and morphometric data pinpoint species boundaries in Halimeda section Rhipsalis (Bryopsidales, Chlorophyta). Journal of Phycology, 2005. 41.	10.1111/j.1529-8817.2005.00083.x	Verbruggen H., Clerck O., Kooistra W., & Coppejans E. 2005. Molecular and morphometric data pinpoint species boundaries in Halimeda section Rhipsalis (Bryopsidales, Chlorophyta). Journal of Phycology, 41: 126. 	y	1	17	2 ISI searches found with same volume# but different page#s	S1282a	S1282 AND "TreeBASE"	0																
1220	TreeBASE	S1282	21		10.1111/j.1529-8817.2005.00083.x	Verbruggen H., Clerck O., Kooistra W., & Coppejans E. 2005. Molecular and morphometric data pinpoint species boundaries in Halimeda section Rhipsalis (Bryopsidales, Chlorophyta). Journal of Phycology, 41: 606. 	y	1	21		S1282b																		
1221	TreeBASE	S1375	31	Oh, S. and D. Potter, Molecular phylogenetic systematics and biogeography of tribe Neillieae (Rosaceae) using DNA sequennces of cpDNA, rDNA, and LEAFy. American Journal of Botany, 2005. 92: p. 179-192.	10.3732/ajb.92.1.179	Oh, S. and D. Potter, Molecular phylogenetic systematics and biogeography of tribe Neillieae (Rosaceae) using DNA sequennces of cpDNA, rDNA, and LEAFy. American Journal of Botany, 2005. 92: p. 179-192.	y	1	31			S1375 AND "TreeBASE"	0																
1222	TreeBASE	S1358	14	McDade, L.A., et al., Phylogenetic Relationships Among Acantheae (Acanthaceae): Major Lineages Present Contrasting Patterns of Molecular Evolution and Morphological Differentiation. Systematic Botany, 2005. 30(4).	10.1600/036364405775097734	Mcdade L., Daniel T., Kiel C., & Vollesen K. 2005. Phylogenetic Relationships Among Acantheae (Acanthaceae): Major Lineages Present Contrasting Patterns of Molecular Evolution and Morphological Differentiation. Systematic Botany, 30(4): 834.	y	1	14			S1358 AND "TreeBASE"	1 (Data Collection Article)																
1223	TreeBASE	S1413	21	Huyse, T. and F.A.M. Volckaert, Comparing Host and Parasite Phylogenies: Gyrodactylus Flatworms Jumping from Goby to Goby. Systematic Biology, 2005.	10.1080/10635150500221036	Huyse, T. and F.A.M. Volckaert, Comparing Host and Parasite Phylogenies: Gyrodactylus Flatworms Jumping from Goby to Goby. Systematic Biology, 2005, 54: 710.	y	3	21			S1413 AND "TreeBASE"	0																
1224	TreeBASE	S1344	5	Hansen, K., B. Perry, and D.H. Pfister, Phylogenetic origins of two cleistothecial fungi, Orbicula parietina and Lasiobolidium orbiculoides, within the operculate discomycetes. Mycologia, 2005.	10.3852/mycologia.97.5.1023	Hansen, K., B. Perry, and D.H. Pfister, Phylogenetic origins of two cleistothecial fungi, Orbicula parietina and Lasiobolidium orbiculoides, within the operculate discomycetes. Mycologia, 2005, 97: 1023	y	1	5			S1344 AND "TreeBASE"	1	http://scholar.google.com/scholar?hl=en&q=S1344+AND+%22TreeBASE%22&btnG=Search&as_sdt=0%2C50&as_ylo=&as_vis=0															
1225	TreeBASE	S1460		Asher, R.J. and M. Hofreiter, Tenrec Phylogeny and the Noninvasive Extraction of Nuclear DNA. Systematic Biology, 2005.	10.1080/10635150500433649		n			published in 2006		S1460 AND "TreeBASE"	1 (Data Collection Article)																
1226	TreeBASE	S1336	7	GarzÃ_n, C.D., D.M. Geiser, and G.W. Moorman, Amplified Fragment Length Polymorphism Analysis and Internal Transcribed Spacer and coxII Sequences Reveal a Species Boundary Within Pythium irregulare. Phytopathology, 2005.	10.1094/PHYTO-95-1489	GarzÃ_n, C.D., D.M. Geiser, and G.W. Moorman, 2005. Amplified Fragment Length Polymorphism Analysis and Internal Transcribed Spacer and coxII Sequences Reveal a Species Boundary Within Pythium irregulare. Phytopathology. 95: 1489	y	1	7			S1336 AND "TreeBASE"	2 (1 Data collection article)	http://scholar.google.com/scholar?hl=en&q=S1336+AND+%22TreeBASE%22&btnG=Search&as_sdt=0%2C50&as_ylo=&as_vis=0															
1227	TreeBASE	S1338	65	RÃ¸nsted, N., et al., 60 million years of co-divergence in the fig-wasp symbiosis. Proceedings of the Royal Society B, 2005.	10.1098/rspb.2005.3249	RÃ¸nsted N., Weiblen G., Cook J., Salamin N., Machado C., & Savolainen V. 2005. 60 million years of co-divergence in the fig-wasp symbiosis. Proceedings of the Royal Society B, 272: 2593.	y	1	65			S1338 AND "TreeBASE"	0																
1228	TreeBASE	S1227	20	Hansen, K., K.F. LoBuglio, and D.H. Pfister, Evolutionary relationships of the cup-fungus genus Peziza and Pezizaceae inferred from multiple nuclear genes: RPB2, Beta-tubulin, and LSU rDNA. Molecular Phylogenetics and Evolution, 2005.	10.1016/j.ympev.2005.03.010 	Hansen, K., K.F. LoBuglio, and D.H. Pfister, 2005. Evolutionary relationships of the cup-fungus genus Peziza and Pezizaceae inferred from multiple nuclear genes: RPB2, Beta-tubulin, and LSU rDNA. Molecular Phylogenetics and Evolution. 36: 1.	y	1	20			S1227 AND "TreeBASE"	0																
1229	TreeBASE	S1389	53	Poux, C., et al., Arrival and diversification of caviomorph rodents and platyrrhine primates in South America. Systematic Biology, 2005.	10.1080/10635150500481390	Poux C., Chevret P., Huchon D., Jong W., & Douzery E. 2005. Arrival and diversification of caviomorph rodents and platyrrhine primates in South America. Systematic Biology, 54: 719.	y	1	53			S1389 AND "TreeBASE"	2 (1 data collection article)	http://scholar.google.com/scholar?hl=en&q=S1389+AND+%22TreeBASE%22&btnG=Search&as_sdt=0%2C50&as_ylo=&as_vis=0	y														
1230	TreeBASE	S1601	5	Ritz, C.M., et al., Different evolutionary histories of two Phragmidium species infecting the same dog rose hosts. Mycological Research, 2005. 109: p. 603-609.	10.1016/S0953-7562(08)61457-4 	Ritz C., Maier W., Oberwinkler F., & Wissemann V. 2005. Different evolutionary histories of two Phragmidium species infecting the same dog rose hosts. Mycological Research, 109: 603-609.	y	1	5			S1601 AND "TreeBASE"	0																
1231	TreeBASE	S1362	2	Ogawa, Y., et al., Intraspecific groups of Umbelopsis ramanniana inferred from nucleotide sequences of nuclear rDNA internal transcribed spacer regions and sporangiospore morphology. Mycoscience, 2005.	10.1007/s10267-005-0257-5	Ogawa Y., Suda A., Kusama-eguchi K., Watanabe K., & Tokumasu S. 2005. Intraspecific groups of Umbelopsis ramanniana inferred from nucleotide sequences of nuclear rDNA internal transcribed spacer regions and sporangiospore morphology. Mycoscience, 46: 343.	y	1	2			S1362 AND "TreeBASE"	1 (Data Collection Article)																
